ProcessID,HaplotypeID
RUSST379-12,Neophylax ussuriensis_6[1]Russia.Primorye
CNCAD488-07,Goera altofissura_1[1]China.Guangdong
RUSST368-12,Apatania maritima_1[1]Russia.Primorye
HMKKT741-10,Goera diversa_1[1]China.
TWCAD016-08,Goera tenuis_1[1]Taiwan
DRCAD178-09,Allomyia_1[2]MT|WY
DRCAD182-09,Allomyia_1[2]MT|WY
DRCAD180-09,Allomyia_2[2]UT
DRCAD179-09,Allomyia_2[2]UT
DRCAD172-09,Allomyia_3[1]WY
DRCAD176-09,Allomyia_4[1]MT
DRCAD175-09,Allomyia_5[1]MT
DRCAD174-09,Allomyia_6[1]WA
RUSST365-12,Apatania sinensis_1[2]Russia.Primorye
RUSST358-12,Apatania sinensis_1[2]Russia.Primorye
TRIFI627-11,Lithax obscurus_1[1]Estonia
FBCAD044-10,Lithax obscurus_2[1]Germany
BHMKK114-12,Goera uchina_1[1]Thailand
GSEPT135-09,Neophylax fuscus_1[6]ON
GSEPT061-09,Neophylax fuscus_1[6]ON
GSEPT060-09,Neophylax fuscus_1[6]ON
GSEPT059-09,Neophylax fuscus_1[6]ON
GSEPT052-09,Neophylax fuscus_1[6]ON
GSEPT025-09,Neophylax fuscus_1[6]ON
ECCAD680-10,Neophylax fuscus_2[4]NB
ECCAD673-10,Neophylax fuscus_2[4]NB
ECCAD658-10,Neophylax fuscus_2[4]NB
ECCAD598-10,Neophylax fuscus_2[4]NB
NECAD514-08,Neophylax fuscus_3[1]VA
NECAD513-08,Neophylax fuscus_4[1]VA
ECCAD624-10,Neophylax fuscus_5[1]NB
UMNEA197-08,Neophylax fuscus_6[1]MN
NECAD515-08,Neophylax fuscus_7[1]PA
PKCAD772-08,Neophylax fuscus_8[1]TN
GSEPT048-09,Neophylax fuscus_9[1]ON
GSEPT051-09,Neophylax fuscus_10[1]ON
GSEPT050-09,Neophylax fuscus_11[1]ON
PKCAD717-08,Neophylax fuscus_12[1]VA
GSEPT053-09,Neophylax fuscus_13[1]ON
